iteration,batch_directions,batch_sources,batch_points,batch_support_values,batch_size_applied,best_gap,ci_lower,ci_upper,mean_gap,max_gap
133,"[[ 0.04806177  0.52580298 -0.06461014  0.59231837  0.05416473  0.08467483
   0.41107716 -0.34115539 -0.26595243]
 [ 0.11238391 -0.04524428 -0.0246483   0.56201263 -0.57721137  0.19329753
   0.32225877  0.02124516 -0.44047485]
 [-0.14706264  0.1529706  -0.2643835  -0.35802413 -0.68495396 -0.28108971
  -0.01997641  0.20924663  0.40563051]
 [ 0.16043466  0.07523219 -0.40022325 -0.67064302 -0.4611113   0.20169663
   0.20142713 -0.2393728   0.08650281]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.39809064e-01 7.95489077e-01 9.30289535e-10 2.69815876e-01
  1.55611951e-01 2.00926322e-02 6.61585341e-01 4.50007100e-02
  1.00000000e+00]
 [3.98249645e-01 2.01671063e-01 4.12050088e-02 5.69753322e-01
  5.74075667e-02 1.07687600e-01 7.35391010e-04 5.47171195e-02
  2.99397385e-01]
 [6.58927732e-10 7.41054831e-01 4.45366053e-10 1.32489941e-01
  7.11643298e-02 4.44401452e-02 4.04203664e-07 6.16076240e-01
  1.00000000e+00]
 [9.99999997e-01 5.74678809e-01 8.55462419e-10 4.36841394e-02
  6.69751289e-02 2.24478566e-01 4.84631662e-01 6.08868356e-02
  1.00000000e+00]]",[0.58559487 0.21202721 0.53923142 0.35831225],4,0.1592823909197263,0.8536827469091905,0.883250236848794,0.07446418078737767,0.13593316026877214
134,"[[-0.09925108 -0.6752664  -0.18448807 -0.15372236 -0.27715045  0.03193029
  -0.27049295 -0.56985486 -0.02766193]
 [-0.19405722 -0.18618575 -0.27454105 -0.65276856  0.28300417 -0.39010759
  -0.27823169  0.21924495 -0.26161151]
 [-0.03962765  0.41557973 -0.30540504  0.36365153  0.28072256  0.04501511
   0.01336468 -0.25191449 -0.67508327]
 [-0.14970473 -0.25189588  0.32305332 -0.77068917 -0.42312821  0.1475806
  -0.06925342 -0.0865661  -0.05200451]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.19342735e-09 4.76073185e-02 4.77374379e-02 4.87692888e-01
  3.59502984e-03 5.11907961e-01 8.67733787e-08 6.81227330e-02
  1.00000000e+00]
 [1.64048185e-11 5.29284130e-01 3.33608199e-11 1.58476996e-01
  3.15646614e-01 1.75711513e-02 2.78146762e-09 1.14488051e-01
  3.05461169e-01]
 [6.69266628e-03 5.80584196e-01 1.61011921e-03 2.92509011e-01
  1.55094865e-01 4.22543867e-02 1.15003438e-03 5.66057214e-02
  6.72888027e-02]
 [2.38463471e-10 3.20768255e-01 9.17042739e-01 5.52504293e-02
  7.99638823e-02 3.07404203e-01 4.16485781e-08 5.31289795e-02
  1.00000000e+00]]",[-0.16705693 -0.17433053  0.33266416  0.12780083],4,0.15604009192625928,0.8646862683274402,0.8932163699898247,0.07472334585076928,0.15160754426248052
135,"[[-0.2110533  -0.10417576 -0.1471669  -0.56665714 -0.5136128   0.28020829
  -0.12473932  0.34397149 -0.35447769]
 [ 0.05368786 -0.45237837 -0.0886986   0.02440573 -0.40079352 -0.18874557
   0.60199912 -0.20147689 -0.42982802]
 [-0.01344029  0.09012421  0.27083976 -0.21556418  0.55742355  0.39967692
   0.44176347  0.10215269 -0.44251792]
 [-0.13136451 -0.46310671  0.15839605 -0.41377778 -0.27342941  0.14892346
   0.53465441  0.34075356 -0.27030356]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.18314272e-09 4.38810512e-01 5.06802184e-02 1.78855824e-01
  8.52831526e-02 1.86849602e-01 3.06765859e-07 7.82134805e-02
  1.54251345e-01]
 [2.75382781e-01 2.87024186e-01 4.21176063e-02 3.27119281e-01
  2.82601672e-02 4.85943729e-02 9.12072278e-01 6.02189414e-02
  9.99999946e-01]
 [1.26881354e-03 5.21904835e-01 3.43719641e-01 1.05436534e-01
  7.73332822e-01 1.84896346e-01 5.96477374e-02 4.55326422e-02
  1.00000000e+00]
 [2.81712529e-10 3.11844781e-01 2.86902140e-01 1.73797157e-01
  2.04583666e-02 8.68602884e-02 8.37135410e-01 7.30013740e-02
  1.00000000e+00]]",[-0.173743   -0.02420349  0.2108401   0.03860503],4,0.14649681689068977,0.864161528753646,0.8927425544958975,0.07386963244742935,0.14856489148736451
136,"[[ 0.13502551 -0.795939   -0.20926818 -0.38061141  0.19018747  0.11282188
  -0.00340942 -0.27514344  0.18701713]
 [ 0.27144159  0.51214944  0.34067003 -0.12407458 -0.39263922 -0.22923867
   0.25979187  0.29271131 -0.41555288]
 [ 0.44659601 -0.10914206 -0.00615463 -0.43631425 -0.55817483 -0.19752655
  -0.09893495 -0.4850602  -0.05083914]
 [ 0.0415037  -0.7686666   0.17271335  0.13762114  0.40639967  0.1019255
   0.39918303 -0.13873733  0.06719371]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.00000000e+00 1.18835589e-01 4.55989599e-02 2.65010271e-01
  3.67007543e-01 2.78989451e-01 1.04344269e-07 9.31017564e-02
  1.00000000e+00]
 [9.99999999e-01 6.64082579e-01 2.99486070e-01 7.11058277e-02
  1.52116522e-01 2.24601704e-03 6.05985449e-02 7.00237341e-02
  4.80047988e-01]
 [1.00000000e+00 3.89013062e-01 3.04564938e-01 4.58825154e-02
  2.07528079e-02 1.27584431e-01 2.02884531e-08 8.17961289e-02
  8.53127236e-01]
 [3.05023064e-01 1.24552351e-01 3.21485725e-01 4.38500201e-01
  4.53206420e-01 6.38069754e-02 2.22042718e-01 5.48546656e-02
  1.00000000e+00]]",[0.19270843 0.48126725 0.26241132 0.37169762],4,0.14621747492903947,0.8820498810025484,0.9088050808212563,0.07279495207340295,0.15307669808136304
137,"[[ 0.05060002 -0.65313006  0.16839508 -0.04174779  0.35874334 -0.15309759
   0.31891958 -0.41280839 -0.34132809]
 [ 0.07815505  0.25816432  0.31931055  0.42096657  0.48833513  0.45099289
   0.05222094  0.14429382 -0.42738434]
 [-0.2346328   0.13446225 -0.34784934  0.62381318  0.41600331  0.12685049
  -0.23829108 -0.30425096 -0.27968594]
 [-0.07335344 -0.66550702  0.28482748 -0.03001999  0.34769417  0.32494793
  -0.25193623  0.04805618 -0.42122218]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[3.36947220e-01 1.73788169e-01 4.12729563e-01 3.46341263e-01
  1.18258659e-01 6.10039726e-02 9.99145942e-02 5.06213814e-02
  4.02576692e-01]
 [3.05023062e-01 4.62172035e-01 1.07134533e-01 2.90814730e-01
  2.77253408e-01 1.25047829e-01 1.36434911e-08 4.42323949e-02
  2.13013153e-01]
 [1.74339606e-09 2.77433091e-01 2.24467729e-09 6.86002611e-01
  6.25976490e-01 6.13507089e-02 3.26035115e-07 4.52697831e-02
  1.00000000e+00]
 [3.11064139e-02 1.60589537e-01 5.66402450e-01 3.07718823e-01
  1.02735309e-01 1.91046857e-01 7.63322154e-08 5.49276685e-02
  4.93790040e-01]]",[-0.13477209  0.40692013  0.43997302 -0.06462093],4,0.1597072208749424,0.8762513723147793,0.9036194801784607,0.07356639941201568,0.15746557606655293
138,"[[ 0.12754208 -0.02914944  0.40820485  0.74443068  0.1024491   0.34392229
   0.17720605 -0.13977481 -0.2869804 ]
 [-0.23144413  0.5065594   0.27687282 -0.04471432 -0.09506293  0.39649634
  -0.36112021  0.43047676 -0.35945641]
 [-0.30280523 -0.52555133 -0.25936526 -0.34984234  0.10285856 -0.24943202
  -0.33014415 -0.50655144 -0.06371073]
 [-0.11918782 -0.54514117  0.36425079  0.19417031  0.57498927 -0.02149749
  -0.11843262 -0.40609046 -0.09068664]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.39876592e-01 1.33617636e-01 4.40504316e-01 6.51048926e-01
  8.19196308e-02 1.90198531e-01 1.38373749e-08 4.07546529e-02
  1.00000000e+00]
 [1.03019964e-10 7.47734124e-01 2.23755460e-01 7.48762346e-02
  1.60892243e-01 2.33807488e-01 1.92459257e-08 6.13320130e-01
  1.00000000e+00]
 [1.14631408e-10 2.49652092e-01 4.31938756e-02 3.07604738e-01
  6.90251926e-01 7.84250738e-02 2.39326371e-08 7.25177559e-02
  9.99999999e-01]
 [8.71360101e-10 1.93565227e-01 7.06639141e-01 3.39102369e-01
  5.18693235e-01 5.04187559e-02 7.89321432e-08 4.96595978e-02
  1.00000000e+00]]",[ 0.56158497  0.41934808 -0.29902926  0.40402334],4,0.16029357685158796,0.8825775824626743,0.9092759348411478,0.07315936128854025,0.1384250511676569
139,"[[ 0.06426411 -0.29831211 -0.44934151 -0.04724685  0.30449852  0.27750762
   0.45279299  0.38652057 -0.42259968]
 [ 0.03370117  0.30414744  0.20916129 -0.11921888 -0.66666532 -0.07160385
   0.09918529 -0.58320306 -0.22105131]
 [ 0.3800772   0.30305249 -0.28555473  0.68065199  0.15335964  0.12469875
  -0.21781768  0.26457583 -0.24971586]
 [-0.36537757  0.09984049 -0.27883034  0.6902668   0.1989557  -0.2290884
   0.32370696 -0.27429982 -0.17385353]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.75382782e-01 2.90531649e-01 7.07688314e-11 2.90114962e-01
  1.31600719e-01 1.23178409e-01 3.79454017e-01 6.79163375e-02
  4.55299902e-01]
 [2.75382781e-01 8.39209256e-01 3.51965570e-01 7.28380041e-02
  8.28625866e-02 6.87457530e-02 1.17390000e-02 4.48882993e-02
  6.57097598e-01]
 [1.00000000e+00 2.51336204e-01 1.37726602e-10 8.50571007e-01
  1.11740562e-01 6.91032872e-02 5.05946270e-08 4.83485558e-02
  1.00000000e+00]
 [2.48150825e-10 2.39434205e-01 2.91688296e-10 8.75121483e-01
  1.31322385e-01 6.06474018e-10 2.72324364e-01 4.48883001e-02
  1.00000000e+00]]",[-0.00276814  0.09902696  0.82401768  0.55608678],4,0.1533305222142739,0.8894467297910009,0.9153880102312945,0.07206570255294588,0.14153876030368176
140,"[[-0.05340342 -0.11396853  0.05448332  0.44960465 -0.73020826 -0.19229445
   0.12905291  0.35341885 -0.25943338]
 [ 0.10170674  0.38809039 -0.27681271 -0.2906915  -0.06859728 -0.29611253
   0.28245195 -0.63504844 -0.32009518]
 [-0.42256964 -0.26240447  0.49913433  0.07234079 -0.68414577  0.13528751
   0.00196654  0.09040306  0.06062841]
 [-0.02356481 -0.47645492 -0.58410865 -0.1392057  -0.3948978  -0.17731565
  -0.22656217  0.06760285 -0.41059541]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[3.22219357e-09 1.86351404e-01 5.43134896e-02 6.34915400e-01
  5.75514108e-02 5.16036041e-02 5.18666210e-07 6.67839163e-01
  1.00000000e+00]
 [9.99999990e-01 7.83818566e-01 2.09172116e-10 9.72499808e-02
  1.52167917e-01 3.92297026e-10 5.59330693e-01 4.48882998e-02
  9.10277785e-01]
 [2.40670453e-11 1.09265653e-01 1.00000000e+00 3.35917649e-01
  5.55685866e-02 1.98534752e-01 2.17450916e-08 5.61071002e-02
  1.00000000e+00]
 [2.75382781e-01 2.36196488e-01 1.20785318e-09 3.71134040e-01
  5.06066551e-02 8.91161149e-02 1.94813246e-07 9.52614191e-02
  1.44753767e-01]]",[ 0.19182793  0.20529341  0.549306   -0.25947177],4,0.14699638437804025,0.8862742339383465,0.9125691721667852,0.07261438679555102,0.13209482812850695
141,"[[ 0.11466639 -0.66424701 -0.0437964   0.37457499  0.20126454  0.2853646
   0.29223091  0.23599707  0.37465862]
 [ 0.08213933  0.59762816  0.1540711  -0.33083283  0.43228098 -0.22177901
   0.25031445 -0.4510647   0.0271289 ]
 [ 0.1421122  -0.12441484 -0.54279679  0.26561442 -0.10799748 -0.24225066
   0.04992894  0.03223268 -0.72475169]
 [-0.06632144 -0.056596    0.0470427  -0.04382967 -0.6129765  -0.47221797
  -0.27849593  0.39004537 -0.3997986 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.99999994e-01 7.43460489e-02 4.21600254e-02 6.76939144e-01
  5.95881337e-02 3.36168792e-01 8.88246454e-02 5.25953125e-02
  1.00000000e+00]
 [3.44595942e-01 9.95937105e-01 1.90438206e-01 2.36524776e-02
  4.51780543e-01 2.88350253e-03 5.92806723e-02 4.48883001e-02
  1.00000000e+00]
 [3.38197380e-01 3.56935072e-01 1.85473068e-10 3.76974454e-01
  1.01822901e-01 3.99790271e-02 6.21526859e-08 6.95411396e-02
  5.73293098e-02]
 [1.35892275e-08 3.67996948e-01 9.64835984e-02 3.16085051e-01
  9.01165354e-02 3.73650390e-02 4.95827543e-07 8.25651543e-02
  5.41011078e-02]]",[ 0.83795219  0.86139777  0.04379423 -0.0924515 ],4,0.1479775140240065,0.8889177212620617,0.9149184630625348,0.07265813645617529,0.13565806183356266
142,"[[-0.22290699 -0.18048968  0.32588571 -0.80032352  0.24826029 -0.22234425
   0.02460774  0.2378337  -0.05268937]
 [-0.143107   -0.43558655  0.17441407 -0.41315558  0.48919674  0.36237723
   0.17690587 -0.41264115 -0.12832707]
 [ 0.15209437  0.48162419  0.36378308  0.62864623  0.05095579 -0.24319754
   0.15253376  0.35874258  0.060555  ]
 [ 0.19825126  0.0956652  -0.29736855  0.22098002 -0.08145378  0.15245775
   0.78644408 -0.38140004  0.14298957]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.63845871e-10 4.16552159e-01 9.54411869e-01 4.53541934e-02
  2.40054152e-01 8.87184223e-03 6.29907778e-03 9.56602789e-02
  1.00000000e+00]
 [9.31319380e-10 3.36022564e-01 3.86140933e-01 1.59405008e-01
  6.97026041e-01 2.63653819e-01 1.49992033e-02 4.65324437e-02
  1.00000000e+00]
 [9.99999998e-01 5.70291215e-01 2.17436303e-01 3.49665983e-01
  1.43953177e-01 5.07853538e-10 1.96196467e-07 4.88390697e-01
  1.00000000e+00]
 [9.99999998e-01 4.48034841e-01 1.04378065e-09 2.08513272e-01
  6.28084856e-02 2.43560683e-02 8.54838331e-01 4.63193856e-02
  1.00000000e+00]]",[0.22738798 0.14677262 0.96877308 1.08339305],4,0.14499573469653623,0.8958032652885667,0.9210141446435185,0.07264454161142696,0.13726329906707083
143,"[[ 0.17130245  0.48361775  0.47360837 -0.33596957  0.45086487 -0.00104079
   0.34601932 -0.00774461 -0.27662131]
 [ 0.13829744 -0.31769822  0.20553806  0.24210411  0.46359169  0.49412324
   0.34497065  0.41570824  0.16789354]
 [ 0.02537191 -0.02328732  0.60665002  0.35757992 -0.26099067  0.30325135
   0.32948869  0.40207953 -0.26947737]
 [-0.27485264  0.59572652  0.10047477  0.24953522 -0.49133689 -0.01850615
   0.157697    0.35791022 -0.32012567]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.99999999e-01 7.86875045e-01 4.10013342e-01 8.81006165e-03
  3.48808996e-01 5.29867609e-02 1.08289906e-01 5.54955089e-02
  1.00000000e+00]
 [9.99999999e-01 1.92956640e-01 1.32654735e-01 3.40304971e-01
  1.08970654e-01 7.71509335e-01 1.29793474e-02 4.82805051e-02
  1.00000000e+00]
 [1.99136181e-01 1.42753089e-01 9.99999984e-01 3.51475849e-01
  7.46763909e-02 1.60799511e-01 5.02212402e-03 1.18154659e-01
  1.00000000e+00]
 [6.80599438e-11 9.66163852e-01 5.09648645e-02 1.84978095e-01
  1.15284229e-01 8.56428506e-03 8.70624335e-03 4.56018950e-01
  9.99999999e-01]]",[0.6607049  0.81083051 0.54301661 0.41450789],4,0.1516880472879495,0.9032402460096588,0.9275569496478867,0.0716335755887858,0.13898682717833033
144,"[[-0.23313701  0.271454    0.63374714  0.21925883  0.43066265  0.46810557
   0.12847405 -0.03321902 -0.00691124]
 [ 0.15164784  0.32638674  0.24817078  0.27863513  0.45582177  0.43578729
   0.43336659 -0.14563444 -0.35291405]
 [-0.10963402  0.4042092   0.40012268  0.57479916  0.3667428  -0.25068542
   0.30001541 -0.19289602 -0.09768051]
 [-0.27784319 -0.36113011  0.2873293  -0.51659215  0.44270431 -0.02517864
   0.33826491  0.20275565 -0.30134458]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[4.64803468e-11 3.63190941e-01 9.54411867e-01 1.70889449e-01
  1.43401309e-01 4.05807119e-01 1.48796586e-04 2.73399666e-02
  1.00000000e+00]
 [9.99999998e-01 5.74557088e-01 8.90523868e-02 1.86358578e-01
  3.13100105e-01 2.72886736e-01 3.96782966e-01 2.60963334e-02
  1.00000000e+00]
 [9.82664135e-11 3.91268268e-01 7.08367868e-01 3.84650616e-01
  2.19652239e-01 1.20162322e-10 2.35367852e-01 4.72329659e-02
  1.00000000e+00]
 [5.70687584e-09 3.33220171e-01 6.20627584e-01 1.43605290e-01
  4.27543704e-01 2.22104873e-02 2.90527516e-01 7.34817253e-02
  1.00000000e+00]]",[ 0.98483227  0.49007822  0.70706344 -0.01565098],4,0.14370226374069994,0.9011129540109895,0.9256900166374378,0.07145495347428306,0.13375061634337254
145,"[[ 0.08061374 -0.69988449  0.20646588 -0.08712351  0.35747134 -0.1686459
   0.19911906  0.37321517 -0.34391758]
 [ 0.06695175  0.04786078 -0.14411454 -0.32617249  0.66949063  0.07783083
   0.62015209  0.05207917  0.15650275]
 [ 0.30400499  0.08803506 -0.23476358  0.47435028  0.07787174  0.47875897
   0.3491045   0.36534587 -0.35928117]
 [-0.1972895   0.42443906  0.17505735 -0.50986637 -0.3854574  -0.16653541
   0.06341925  0.4771954   0.2868286 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.99999999e-01 1.51797607e-01 6.06324390e-01 2.54003990e-01
  1.14994811e-01 3.11081989e-02 9.55376557e-03 4.29885946e-01
  9.99999998e-01]
 [2.75382779e-01 5.49593559e-01 1.69977848e-02 1.64356501e-01
  4.79834568e-01 4.92762282e-09 6.51870006e-01 4.54049870e-02
  1.00000000e+00]
 [9.99999998e-01 2.85553241e-01 2.04144516e-10 3.86040851e-01
  7.38112909e-02 8.00947049e-01 1.99527336e-02 4.44901928e-02
  1.00000000e+00]
 [7.41811738e-10 6.91050034e-01 2.41986171e-01 7.50510799e-02
  1.61138425e-01 2.49879319e-02 6.36489840e-03 7.79042121e-01
  1.00000000e+00]]",[-0.06828568  0.87305383  0.56540939  0.89011826],4,0.1472509630702915,0.8984566196747441,0.9233535703093357,0.07096780278490612,0.1455241283311821
146,"[[-0.39174784  0.16321111 -0.39969915  0.02928479 -0.04493893  0.44762497
   0.49701743  0.45663642 -0.03671503]
 [-0.24796105 -0.60940631  0.12225576 -0.57411911  0.05291384 -0.20036082
   0.21979912  0.34558365 -0.1090688 ]
 [-0.01640428  0.08514803  0.18422442 -0.0964905   0.52891884  0.47667746
  -0.16402623  0.47027957 -0.44066726]
 [-0.25463091  0.18360589  0.3304951  -0.41784655  0.45257859 -0.3156136
   0.32157398 -0.40011442 -0.22290925]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.34221001e-10 5.18823626e-01 4.14561707e-10 2.03446821e-01
  7.20825750e-02 1.34108496e-01 7.55593378e-01 2.54746466e-01
  1.00000000e+00]
 [9.03744613e-12 2.40741277e-01 3.63244411e-01 1.93500875e-01
  1.28764479e-01 7.96925288e-02 3.36678744e-02 6.96141811e-01
  1.00000000e+00]
 [1.75335779e-10 5.01648281e-01 1.35276798e-01 1.74711472e-01
  2.88138656e-01 2.12834067e-01 7.32883650e-09 6.00250360e-02
  2.80692523e-01]
 [7.54705101e-12 6.35976594e-01 3.22640262e-01 7.29705548e-02
  5.99458757e-01 2.34503694e-11 3.24348354e-01 5.45034860e-02
  1.00000000e+00]]",[ 0.60258123 -0.08364033  0.20916936  0.32379689],4,0.1419266809615496,0.8947427330329794,0.9200775650385821,0.07142055031269774,0.15639640380664455
147,"[[ 0.01091941 -0.38487184 -0.19446812 -0.79768666  0.14152118  0.19177351
   0.12389576 -0.2916492  -0.14289098]
 [-0.32421554  0.01915811  0.24145565 -0.49913223 -0.60736429  0.30435913
   0.17547373 -0.28873438 -0.10676608]
 [ 0.1033099  -0.11889145  0.47061264  0.64489155  0.48153872  0.15194503
   0.24000584 -0.02491228 -0.15697219]
 [-0.01449442  0.48716687  0.34721864  0.24473455  0.42840138  0.1783375
  -0.51654437 -0.03491523 -0.31405954]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.00000000e+00 3.27945040e-01 1.68169528e-01 7.37102854e-02
  1.58502070e-01 5.92182272e-01 9.39388015e-03 5.47378037e-02
  1.00000000e+00]
 [7.90731605e-11 4.46500296e-01 6.59893090e-01 4.56511890e-02
  6.32638906e-02 5.79119296e-01 2.16126946e-02 3.34631638e-02
  9.99999998e-01]
 [3.24023351e-01 1.35376455e-01 9.54411867e-01 4.56906482e-01
  1.46150673e-01 6.38506988e-02 1.29525442e-08 4.48882993e-02
  1.00000000e+00]
 [2.13814418e-10 7.76987961e-01 3.24743439e-01 1.05504063e-01
  6.97772883e-01 9.05563511e-02 7.93008122e-09 5.04019537e-02
  1.00000000e+00]]",[-0.22849381  0.17030347  0.68318169  0.51635738],4,0.1498006363804311,0.9011129540109895,0.9256900166374378,0.07078260126223686,0.14055447325969533
148,"[[ 4.58290059e-03 -5.00464695e-01  2.77107207e-01  1.78641362e-01
   3.43713244e-01  3.77363515e-01  4.42019203e-01 -3.84715621e-01
   1.92051671e-01]
 [-2.22414928e-01 -1.54907587e-01  2.42602514e-01  1.40005380e-01
  -4.83197254e-01  7.50085931e-01  2.17994516e-04 -2.09872436e-01
   8.90099747e-02]
 [-1.72444054e-01  1.71782964e-01  3.64522583e-01 -1.79538074e-02
   6.24184851e-01  6.74158930e-02 -1.24636824e-01 -5.87401062e-01
   2.29844799e-01]
 [ 8.67436471e-02  2.46104252e-01 -1.63100757e-01 -6.90714274e-01
   4.37269296e-01  2.12797358e-01  2.95568066e-01 -2.55809490e-01
  -1.97317111e-01]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.20652866e-01 1.67600232e-01 5.98268558e-01 2.87701746e-01
  8.30885464e-02 3.98078311e-01 3.03823814e-01 2.97493505e-02
  1.00000000e+00]
 [5.56337766e-12 2.80882337e-01 1.79454087e-01 2.97388678e-01
  5.52334222e-02 9.57342322e-01 1.21089938e-09 4.53875914e-02
  1.00000000e+00]
 [1.88128761e-11 5.66873907e-01 2.83361076e-01 1.54284915e-01
  8.90386446e-01 4.04348188e-02 4.02061937e-09 4.90879637e-02
  1.00000000e+00]
 [6.06768192e-01 7.96789911e-01 3.93398364e-03 5.73482509e-02
  6.34535448e-01 1.34186067e-01 6.12028112e-02 5.10633399e-02
  1.00000000e+00]]",[0.62799465 0.81254596 0.95740295 0.32220109],4,0.14094987403266634,0.9091010609335288,0.9326802559671544,0.07030142336307461,0.14040847152316904
149,"[[ 8.86657288e-02 -1.53989129e-01  8.88900647e-02  4.51845114e-01
   4.90109684e-01 -1.45822303e-01  4.93931874e-01  4.32285641e-01
  -2.53079171e-01]
 [-1.65324183e-01  3.68169612e-01 -1.93958368e-02  1.82741054e-01
  -8.34515775e-01  2.35526076e-01  6.85587054e-04  4.83388767e-02
   2.21635582e-01]
 [-2.22388376e-01  7.33177149e-01  3.49878237e-01  3.52879473e-02
  -2.81925393e-01  2.01963157e-01  2.44576094e-01 -1.16921167e-01
  -3.09153020e-01]
 [ 1.89283998e-01  4.34246810e-01  2.33723158e-01  5.86246499e-01
   2.99070873e-01 -9.05200246e-02 -1.84732183e-01 -4.88289430e-01
   8.42614752e-02]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[3.38197343e-01 2.68709251e-01 4.37496616e-02 4.78531562e-01
  1.61635154e-01 8.73147327e-10 3.34716523e-01 5.44423376e-01
  1.00000000e+00]
 [6.60225756e-11 8.75028280e-01 1.61011924e-03 2.09899914e-01
  3.41484118e-02 4.81043922e-01 3.84369716e-08 4.26081090e-02
  1.00000000e+00]
 [4.19531009e-12 1.00000000e+00 3.72859872e-01 5.49467696e-02
  1.37310425e-01 1.47704586e-01 3.90885494e-02 4.48996637e-02
  8.95090698e-01]
 [9.99999992e-01 6.64121882e-01 3.76472358e-02 4.87925358e-01
  3.32777061e-01 5.08383808e-03 2.46506166e-07 4.48883013e-02
  1.00000000e+00]]",[0.43553262 0.66898113 0.58428166 0.93392705],4,0.16126490522474668,0.9075010388921397,0.9312846081926843,0.0703998228549371,0.14037666154477868
150,"[[ 0.0335911   0.41345376  0.01392874  0.56601148 -0.52605065  0.24606781
  -0.26288363 -0.20923729 -0.23916086]
 [ 0.25997539  0.21023263 -0.09371921  0.58556198  0.45407712  0.09941437
   0.37625952  0.07392396 -0.41646571]
 [-0.0080526  -0.54302431 -0.32413069 -0.37437944 -0.41066025  0.06780844
   0.04924833 -0.52603556  0.08637393]
 [ 0.09526819  0.4683924  -0.05292254  0.56908617 -0.45910431  0.18732899
  -0.19139853  0.29152523  0.2781787 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.43742856e-01 3.94056893e-01 3.17056671e-11 7.49707235e-01
  4.78616739e-02 3.87276426e-01 2.74143524e-09 1.99831783e-02
  1.00000000e+00]
 [1.00000000e+00 4.03817061e-01 1.30622731e-03 3.69727455e-01
  2.47505440e-01 3.07553467e-02 2.46900673e-02 5.05239939e-02
  3.42231966e-01]
 [9.99999995e-01 1.22392854e-01 4.36770547e-11 2.73061019e-01
  5.05313543e-11 4.66819778e-01 1.27100223e-01 7.76882268e-02
  1.00000000e+00]
 [9.99999999e-01 6.26503134e-01 4.68578750e-11 5.39635690e-01
  7.16730032e-02 9.88502211e-02 1.44854086e-08 1.31484268e-01
  1.00000000e+00]]",[ 0.4188722   0.54718785 -0.09332237  0.99793851],4,0.14797632301897728,0.9123049271333655,0.9354677303650744,0.0707957234235918,0.149249362412064
151,"[[-0.2250369  -0.28027754  0.38919587 -0.13590731 -0.54572089  0.20247655
  -0.16567911  0.35401524 -0.45746506]
 [-0.0785212  -0.76975355 -0.16809373 -0.47502605 -0.07990345  0.25488343
   0.15844132  0.03932466 -0.2222801 ]
 [ 0.14528027 -0.44740216 -0.36195847  0.21894883 -0.31743571  0.23771476
   0.48529163 -0.11438073 -0.4403496 ]
 [-0.16081884 -0.13781248  0.42497557 -0.22195591  0.01283634 -0.28402763
  -0.05073485 -0.50186428 -0.62449829]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.23839582e-10 2.29227173e-01 6.27316224e-01 2.23291850e-01
  6.45214466e-02 1.56820372e-01 2.08343904e-08 6.39666640e-02
  4.63780432e-01]
 [9.94148953e-02 1.36752506e-01 1.15121205e-01 2.84807775e-01
  2.42723668e-02 4.26818774e-01 2.99967905e-02 9.20850478e-02
  6.34827997e-01]
 [9.99999994e-01 2.07475935e-01 3.10227468e-10 3.83691346e-01
  2.32563223e-02 1.04884329e-01 3.95049637e-01 6.10913822e-02
  6.66217757e-01]
 [1.43620492e-10 4.19824566e-01 3.45720811e-01 2.05215542e-01
  1.08785581e-01 6.66901235e-02 6.07831055e-03 5.45022452e-02
  1.58341580e-01]]",[-0.04342177 -0.29360027  0.04537191 -0.10057356],4,0.14636336191668928,0.9128394151545094,0.9359317992437964,0.06979525740964662,0.13902213613885114
